xmin,ymin,xmax,ymax,conf,cls,time
642.0,1323.0,849.0,1633.0,0.970161497592926,0.0,0.0
641.9803921472511,1321.2644628099174,849.0196078527489,1631.2644628099174,0.9623533487319946,0.0,1.0
641.1726441635287,1320.967206581457,848.2682451302171,1630.967206581457,0.9742987751960754,0.0,2.0
640.2498339852325,1320.9057560583367,847.9387010739799,1631.6690072434992,0.9786326289176941,0.0,3.0
638.6934491719745,1320.9068565711848,847.6573600085691,1633.3879016237304,0.9798986911773682,0.0,4.0
637.2728376179518,1320.919746018579,846.3634725658897,1633.2491896615472,0.9791218638420105,0.0,5.0
637.0564231723289,1322.3321787738182,844.9875819553091,1632.4779282070544,0.9831993579864502,0.0,6.0
634.2792423612923,1319.3882561172081,844.5038641853164,1632.8772367234988,0.968086302280426,0.0,7.0
633.6016492280033,1317.6462121402697,843.389064953563,1630.300055268488,0.9581918120384216,0.0,8.0
632.8597992220631,1316.3428801425005,842.8751909487536,1629.3386307387798,0.951525092124939,0.0,9.0
628.6608866062514,1314.5423606106237,840.6384814482707,1629.666034138576,0.7087552547454834,0.0,10.0
627.4561574708611,1314.5679546635947,839.52140841478,1629.133919946798,0.5873976349830627,0.0,11.0
625.7596159654328,1308.3139309619946,843.0100477749764,1629.7328773627187,0.5904320478439331,0.0,16.0
624.4055105763616,1300.9687990649143,842.4324066152581,1624.9524615810658,0.5839579105377197,0.0,36.0
624.8650323349545,1302.2635199649762,842.0507046034479,1624.9055273916042,0.6410090923309326,0.0,37.0
624.8248871102955,1301.9671567665087,842.116998889584,1624.8814703930589,0.5997053980827332,0.0,39.0
625.2730145854113,1301.924006060557,842.3662012563703,1624.2281962357315,0.6085618138313293,0.0,40.0
624.675473734997,1300.3296207723213,842.4713308199141,1623.9562455462203,0.6099269986152649,0.0,42.0
624.5908723877665,1299.996286970374,842.4440091397748,1623.9253896434439,0.6267472505569458,0.0,43.0
625.0979329280017,1300.716664286162,842.7330884422836,1624.7318556325095,0.5942838788032532,0.0,46.0
624.9579881209111,1300.196487526116,843.0041018123704,1624.8827868842845,0.5919722318649292,0.0,47.0
625.0266614103566,1300.7695364846725,842.2095033713708,1624.1532040564418,0.6490402817726135,0.0,49.0
624.9451453992915,1300.2413130597415,842.7984942620562,1624.6735011286014,0.6481192111968994,0.0,50.0
625.2497038043015,1301.5785266689898,841.9257280876446,1624.109568368335,0.6535345911979675,0.0,52.0
625.3769670133815,1301.2103133208188,842.3450502154935,1623.995104830587,0.6269451379776001,0.0,53.0
625.0958942374104,1301.7427680149865,841.4927779178079,1623.2935890364913,0.6027654409408569,0.0,54.0
623.8416223814388,1301.0757994283952,842.1786518232923,1625.6530187236492,0.6457818150520325,0.0,58.0
