xmin,ymin,xmax,ymax,conf,cls,time
2848.0,932.0,2989.0,1088.0,0.5994240045547485,0.0,0.0
2848.039215705498,932.0,2988.960784294502,1088.0,0.6611347198486328,0.0,1.0
2847.8935795228363,930.440889293746,2991.445086536545,1089.5591107062542,0.7943930625915527,0.0,2.0
2847.1820446142633,928.43949013827,2991.3820062669542,1088.539138732628,0.7521117925643921,0.0,3.0
2847.0872184770114,929.2851533172023,2991.894655243299,1090.3608734137065,0.7649307250976562,0.0,4.0
2848.2620006491393,933.180968652308,2988.71054547582,1089.5525799869065,0.6340079307556152,0.0,5.0
2851.1670774476984,936.7131535314661,2987.194187293588,1087.8196070963509,0.628118097782135,0.0,6.0
2855.4139006434357,946.3518830043066,2984.1425799940857,1087.9038614758797,0.6062595844268799,0.0,7.0
2854.2428631620337,941.190578915212,2989.267376606865,1088.650521886519,0.624691903591156,0.0,8.0
2852.7392249055683,938.0779756920147,2991.4150446394497,1088.901858696451,0.7130606174468994,0.0,9.0
2842.925908554364,934.1872233581092,2987.3500897924,1091.6747026766552,0.6815932989120483,0.0,10.0
2840.978753479235,932.5032914308727,2985.443642250044,1090.5066069640063,0.670467734336853,0.0,12.0
2846.086716812302,936.3284246293094,2982.7892188870214,1084.9530711169573,0.6281748414039612,0.0,15.0
2845.1308058224054,930.5941151159783,2987.1409285780405,1084.8125592622655,0.669670820236206,0.0,16.0
2844.723542487874,921.3660540056483,2999.5033814270632,1089.5513595451648,0.7350714802742004,0.0,23.0
2845.8313923578853,926.1546793202646,2998.5430586026905,1091.9319598287152,0.6945236325263977,0.0,24.0
2849.6559553944653,939.0935819816982,2992.7777649733725,1092.7802090374885,0.5852354168891907,0.0,25.0
2850.4213205796623,940.6730756480105,2991.222889299209,1091.0488313997594,0.6289835572242737,0.0,26.0
2850.5385412357123,941.2119064934677,2992.150175801213,1091.7598720146887,0.6485922336578369,0.0,27.0
2849.8436319963075,922.9838617742469,3008.9011078027543,1092.205484089421,0.6429836750030518,0.0,32.0
2849.863654858279,923.1660008182105,3009.6523444909744,1092.861764686231,0.5880616307258606,0.0,33.0
2850.6726703213217,919.9362102751855,3012.801987786019,1092.870051919678,0.61888188123703,0.0,42.0
2850.299670071697,919.8615689863584,3014.016179271221,1095.4190705073502,0.6897346377372742,0.0,45.0
