xmin,ymin,xmax,ymax,conf,cls,time
3277.091978286294,1702.8,3488.308021713706,1983.3999999999999,0.5949184894561768,0.0,50.0
3275.955927369401,1701.4088041673635,3489.1349180011243,1984.636618517899,0.6955088973045349,0.0,51.0
3276.831139529611,1703.2716152657777,3488.932081900724,1985.0481307339373,0.7866812348365784,0.0,52.0
3276.7418668652545,1702.3996712642843,3488.491578755489,1983.636142718221,0.6438955664634705,0.0,53.0
3277.329879548806,1702.8258976591083,3488.448567415348,1983.153435084922,0.777332603931427,0.0,54.0
3277.129966729271,1703.6798916413024,3488.1284527379908,1983.7002581485824,0.7646602988243103,0.0,55.0
3277.2288230614868,1704.670195460184,3489.230949457512,1985.9829757783505,0.7533973455429077,0.0,56.0
3278.26021623646,1707.7498241988217,3489.3150145789195,1987.4861642167955,0.7522897124290466,0.0,57.0
3278.787538695297,1708.8608662175611,3489.187305158411,1987.3388789232558,0.8694121241569519,0.0,58.0
3278.805408050228,1709.9094261922537,3489.3012192039605,1987.9364343417724,0.7814711928367615,0.0,59.0
3279.4918187667117,1712.9496224165275,3489.321181207464,1989.4820996478081,0.8966046571731567,0.0,60.0
