xmin,ymin,xmax,ymax,conf,cls,time
1202.668252103776,1114.8000000000002,1410.731747896224,1406.0,0.7504650950431824,0.0,39.0
1202.1050425782068,1113.423816872708,1410.9891389490617,1406.0,0.7293195128440857,0.0,40.0
1201.3108898825549,1109.0874303227608,1412.4518892582423,1405.2268341251763,0.8838833570480347,0.0,41.0
1200.1959904192515,1104.256978548651,1413.8187286036484,1404.8265785433298,0.8946583271026611,0.0,43.0
1205.3294480370628,1119.3284981271597,1408.7242982834382,1405.4307769221234,0.5823965668678284,0.0,45.0
1203.9675746488017,1113.8730947770475,1410.7937395830515,1405.6196496479577,0.775712788105011,0.0,46.0
1201.53704005443,1106.683140841655,1412.0928742177873,1405.0016033600216,0.9021708369255066,0.0,47.0
1201.638987394749,1105.37287127332,1412.2394402983261,1404.796813802055,0.8939254283905029,0.0,48.0
1205.4956572322549,1116.26580851749,1408.4762153441548,1404.747299493056,0.7383263111114502,0.0,49.0
1204.923799584532,1113.6447740607557,1409.7589859922418,1405.437338447928,0.666693925857544,0.0,50.0
