xmin,ymin,xmax,ymax,conf,cls,time
3347.0014532753007,3002.6000000000004,3493.398546724699,3146.0,0.8092247247695923,0.0,30.0
3346.5533942502548,3001.3623587379698,3494.3107212230066,3146.0,0.7684122323989868,0.0,31.0
3346.7242857399583,3001.727320778798,3495.0697699362004,3146.7758552496057,0.7226979732513428,0.0,32.0
3346.7396116134964,2999.6332883738346,3496.0823782335706,3145.5230382346294,0.7109954953193665,0.0,33.0
3346.9728805309232,2998.9581004388933,3497.604227391219,3145.819637907533,0.6916285753250122,0.0,34.0
3347.0164271649046,3000.166219010458,3496.027587482703,3145.2273878184833,0.6686135530471802,0.0,35.0
3347.5757934204257,2999.9421900279826,3496.9574867623614,3145.0187981493686,0.6770372986793518,0.0,36.0
3347.0397620641247,3000.5614464277933,3495.954051626943,3144.9512085333236,0.6582831740379333,0.0,37.0
3347.044144464653,3000.122818149987,3497.398811357476,3145.613941995343,0.6804924607276917,0.0,38.0
3346.719292288661,2999.96911085433,3497.5715081069225,3145.8623818645956,0.7227422595024109,0.0,39.0
3346.8843350874677,3001.259667461246,3496.6618736354158,3145.9563170888787,0.7400950789451599,0.0,40.0
3345.92073909316,3001.751971400301,3495.990868944155,3146.6611820081725,0.6827452182769775,0.0,41.0
3346.5076595363175,3002.601446900687,3496.1228216836776,3146.9219046479366,0.6707276105880737,0.0,42.0
3347.0609302194152,3002.251090682241,3496.506027914337,3146.348889557884,0.7808136940002441,0.0,43.0
3347.945693975215,3004.109784811039,3495.3031128495536,3146.130117658285,0.824766993522644,0.0,44.0
3348.9229301816163,3005.4721797585626,3495.5345370696655,3146.7141297063217,0.8131725788116455,0.0,45.0
3349.18197841097,3005.966251134642,3495.0530252966114,3146.264040925021,0.8699427843093872,0.0,46.0
3350.4657898101536,3006.80008949541,3495.0091365079866,3145.4267584685217,0.8784884214401245,0.0,47.0
3350.245835175957,3007.761331365868,3494.3488270987627,3145.781166529862,0.8700793981552124,0.0,48.0
3350.6941970562966,3008.7661646088686,3493.562351358625,3145.2495682618332,0.8788080811500549,0.0,49.0
3350.3285409685377,3007.784043076539,3495.1298431371897,3145.7200210105257,0.8441544771194458,0.0,50.0
3350.0941844337212,3008.7269791540566,3494.4801359519797,3145.8966777547666,0.8610381484031677,0.0,51.0
3349.6356807784728,3007.0722121503914,3496.588180171902,3146.629063054087,0.8660179376602173,0.0,52.0
3349.17564773525,3007.1018175520494,3496.9990703274725,3146.901276858891,0.7827876806259155,0.0,53.0
3349.5830324412755,3007.103865956143,3497.8823205983617,3147.0014454914467,0.8239542245864868,0.0,54.0
3348.137197448207,3007.0969197644395,3495.840902040941,3146.3745813239116,0.8343997597694397,0.0,55.0
3348.2910151588408,3006.425160408676,3497.667903229403,3146.796204455223,0.8258658051490784,0.0,56.0
3347.320036264758,3007.486860883409,3495.4267212200316,3146.29400104981,0.7835933566093445,0.0,57.0
3346.826743359864,3007.223790436253,3495.3560794517844,3146.100374275811,0.771828830242157,0.0,58.0
3346.7779328905904,3008.650042899775,3494.3750535950053,3146.0304176989657,0.7046942710876465,0.0,60.0
