xmin,ymin,xmax,ymax,conf,cls,time
3465.9899944591393,953.2,3529.0100055408607,1029.8,0.7033895254135132,0.0,32.0
3467.3548788872413,952.2659067072025,3529.9803543447524,1028.3988600608036,0.7647545337677002,0.0,33.0
3466.652521981062,951.9620106829224,3529.874109743342,1028.7271868085286,0.8031502366065979,0.0,34.0
3467.3066422048714,952.6438906256743,3529.6590095868733,1028.1156449951013,0.7284305095672607,0.0,35.0
3467.1762904095053,951.4267642626227,3528.4503832780433,1025.005229004234,0.7677037715911865,0.0,36.0
3466.5481071004488,952.4578776915262,3527.893386246632,1025.4193956102379,0.7152029871940613,0.0,37.0
3463.554847648979,952.8234251481358,3524.1702308863255,1023.4998240533453,0.7664546966552734,0.0,38.0
3463.67016900218,955.0557866610633,3523.091107399362,1022.8599718588933,0.709285318851471,0.0,39.0
3459.9731391520822,953.0416383226506,3523.0290524586885,1023.3845196771227,0.7863808870315552,0.0,40.0
3458.139920835393,953.0168284577379,3525.620354983925,1026.9539338951179,0.7803844213485718,0.0,41.0
3455.6692653773744,952.3466048492797,3527.7652075580318,1030.2754588509263,0.8945562243461609,0.0,42.0
3452.239006063376,950.7876276597495,3530.4660231423904,1034.800322237768,0.9319541454315186,0.0,43.0
3456.4265792882175,950.8305539052659,3531.146999877357,1030.1311034415119,0.8704166412353516,0.0,44.0
3457.731221002797,952.2028420789433,3531.2676428818036,1029.4802017972959,0.8780690431594849,0.0,45.0
3458.0822911689097,953.3828248133112,3529.4615130165707,1027.2293467246652,0.8313072323799133,0.0,46.0
3459.680920751467,953.8261572648386,3531.382653899638,1027.0529806672168,0.8642204999923706,0.0,47.0
3457.736489953413,953.984170943389,3531.942900089768,1028.9967215716244,0.8731390833854675,0.0,48.0
3458.401209606282,954.6980477910862,3535.3834083380075,1032.3505921420392,0.8486371040344238,0.0,49.0
3458.7791065688784,955.6168079440836,3533.9517319824695,1030.349231687857,0.7666350603103638,0.0,50.0
3456.5469427035327,955.9650635020906,3535.0823317110267,1033.5441250615631,0.788731038570404,0.0,51.0
3456.620120478358,956.0869837571933,3535.9131652534693,1034.0457871132292,0.7889622449874878,0.0,52.0
3457.3175599896717,956.7787008777938,3535.5639461477253,1032.900087095778,0.7658439874649048,0.0,53.0
3458.638864394829,955.7010473123837,3534.3702427542553,1028.4437696364864,0.7350180149078369,0.0,54.0
3458.593556629637,955.9547248522863,3534.4562922201126,1028.0986629423603,0.6886715888977051,0.0,55.0
3457.0619557523974,955.2420242842314,3532.8628712889363,1025.62965297531,0.6169168949127197,0.0,57.0
