xmin,ymin,xmax,ymax,conf,cls,time
3160.017783721855,4267.200000000001,3457.7822162781454,4579.0,0.7364872097969055,0.0,8.0
3158.58446586038,4269.356379897551,3460.139696952856,4585.161085421573,0.8369759321212769,0.0,9.0
3145.346739388761,4276.00597740902,3431.519939231943,4576.731576825922,0.6892573833465576,0.0,13.0
3147.2617416717003,4275.02309131101,3426.2151472908145,4568.480956321251,0.5836908221244812,0.0,14.0
3139.1452243833523,4278.764031828172,3433.865286853384,4590.831001317039,0.6838658452033997,0.0,21.0
3134.439240371205,4278.243766086312,3435.1094137955147,4599.085381101678,0.808404266834259,0.0,22.0
3141.2909769880252,4280.673971716835,3430.9717782084344,4590.85540363447,0.6709616184234619,0.0,23.0
3146.0364687906526,4283.61437939026,3428.73731278686,4588.178710879566,0.6887796521186829,0.0,24.0
3153.316823626578,4302.41925079456,3424.9889738584484,4593.097005460814,0.6199153661727905,0.0,32.0
3158.4600235246717,4301.95150172813,3420.967764173848,4579.1102944024915,0.6391948461532593,0.0,33.0
