xmin,ymin,xmax,ymax,conf,cls,time
1541.0,4800.0,1703.0,4951.0,0.8066538572311401,0.0,0.0
1542.263857552361,4798.264462809917,1703.4716796377215,4948.396694214876,0.8229754567146301,0.0,1.0
1542.7698332375064,4797.186041967123,1704.8255706398165,4947.951231717356,0.781596302986145,0.0,2.0
1542.5155085074327,4797.6427356533,1703.3422231499096,4947.095959488121,0.727008581161499,0.0,3.0
1540.0399448366406,4797.832359205133,1705.1963920845315,4951.30062567085,0.7262690663337708,0.0,4.0
1537.4463436284418,4797.197879936043,1706.1679018805858,4954.125335971462,0.6028477549552917,0.0,5.0
1536.4216513366628,4797.669474539412,1703.8633066578136,4953.716675042809,0.7536324262619019,0.0,6.0
1535.875276495001,4797.170904530482,1703.2113248550804,4953.503052038844,0.7316038608551025,0.0,7.0
1535.1747294534564,4797.672790881323,1702.1619553934381,4954.066108321636,0.6926121711730957,0.0,8.0
1535.4073429942534,4797.86608251396,1701.3276997495248,4953.570523348297,0.7889068722724915,0.0,9.0
1511.9779782867163,4806.981232626599,1681.11205432601,4963.977555641956,0.6291621327400208,0.0,33.0
1512.0448261793308,4807.808896357232,1681.1042386113718,4963.433740518945,0.6234427094459534,0.0,34.0
1512.0815322288638,4808.082368961688,1681.0858056518825,4962.585264100917,0.6673390865325928,0.0,35.0
1510.9416030569203,4808.165829067189,1681.6314680033222,4963.5956505923,0.6229527592658997,0.0,36.0
1509.853992664726,4808.180731842789,1681.8875679562273,4964.63060595418,0.5989566445350647,0.0,37.0
1511.124330287822,4808.171404047585,1681.0237245589115,4962.347780036796,0.6786879897117615,0.0,38.0
1510.6161261770903,4808.1523819966615,1679.7390621718068,4961.466616674873,0.6948143243789673,0.0,39.0
1510.285244677907,4808.134371897551,1679.4460359831924,4961.137592581013,0.6712018251419067,0.0,40.0
1510.2009043209323,4808.118127730962,1679.3422258656751,4961.017120547067,0.6950069665908813,0.0,41.0
1510.8546566364257,4807.439110822669,1679.3247030049833,4959.646246369158,0.7490667700767517,0.0,42.0
1512.4013364698785,4807.841925823249,1678.7209106917726,4957.806025322322,0.7199901938438416,0.0,43.0
1511.868916669357,4807.989190214682,1679.6410849960353,4959.129194987011,0.6978433132171631,0.0,44.0
1510.5886815205351,4808.039579797262,1679.095873372172,4959.631196535563,0.7333275079727173,0.0,45.0
1510.711299175997,4808.053624387386,1679.6291837254405,4959.828584136681,0.6735509634017944,0.0,46.0
1511.1606107747407,4808.054359579423,1680.7748790105097,4960.570100821843,0.6432991027832031,0.0,47.0
1511.2679745181078,4808.05076188255,1681.2841990550457,4960.852196742828,0.6041438579559326,0.0,48.0
1510.1339763693443,4808.041953828309,1681.1386137375582,4961.764969259485,0.6107950806617737,0.0,50.0
1511.2012062105803,4808.026586068464,1681.1515934262486,4960.621461014815,0.6149601340293884,0.0,51.0
1510.9087320900794,4808.020286432964,1681.8347414331838,4961.538419966706,0.6131822466850281,0.0,52.0
