xmin,ymin,xmax,ymax,conf,cls,time
3003.586513271772,1252.8000000000002,3196.8134867282274,1461.0,0.7032538056373596,0.0,2.0
3004.332211694835,1252.182619612107,3198.0742745658176,1461.0,0.5972511768341064,0.0,3.0
3004.2101322033354,1252.753933778223,3198.088507186963,1461.7772996308988,0.6262505054473877,0.0,4.0
3004.1511591683766,1252.9509126485889,3197.305351129605,1461.2710719649488,0.6480579376220703,0.0,5.0
3003.06451495169,1253.7379232293472,3195.1888915522954,1461.0901693748972,0.6287482976913452,0.0,6.0
3004.000734493765,1253.2933448214594,3195.988938370053,1460.318140368698,0.5975145101547241,0.0,7.0
2997.9768172963986,1248.6654149047909,3193.1869255541496,1459.1378705081838,0.722961962223053,0.0,10.0
2996.4519954334246,1250.0734459125194,3190.718472548828,1459.686393534733,0.8182189464569092,0.0,11.0
2996.579256687201,1250.5650297989653,3190.590895079666,1459.8763261073525,0.8228660225868225,0.0,12.0
2997.3447721122593,1250.0923061804156,3191.8909265532793,1459.9485209475001,0.7666662931442261,0.0,13.0
2998.340620231948,1249.2617807974545,3193.7165562898103,1459.976605252549,0.7206248641014099,0.0,14.0
2998.396077863342,1247.6356388277313,3195.4216918213724,1459.9878347432468,0.7312731742858887,0.0,15.0
2998.1937039111226,1243.733046395689,3198.2897409403804,1459.3314564443338,0.709545373916626,0.0,16.0
2997.4452574603447,1245.5690901998973,3195.4487816222363,1459.0844780237499,0.7798964977264404,0.0,17.0
2997.8093141825148,1245.6504893477236,3195.696468636321,1458.9937914121842,0.7264671325683594,0.0,18.0
2998.2337304546995,1245.0415041443284,3196.1756305141566,1458.3021733554915,0.6608973145484924,0.0,19.0
2999.5793525912604,1245.4931357807761,3197.16271299207,1458.0456428144569,0.6559398174285889,0.0,20.0
2999.8245764066305,1245.6842781714404,3197.1399139173054,1457.9554260819014,0.6579817533493042,0.0,21.0
2999.8799489903386,1247.7567216309528,3195.839335328219,1458.5896992947748,0.5939263701438904,0.0,22.0
2999.6215191319293,1248.5519711722536,3194.95908906704,1458.835407699216,0.5809369683265686,0.0,23.0
3001.5295901535815,1254.7079933707346,3194.362506916245,1462.8075579583333,0.6431077718734741,0.0,31.0
3002.397434843445,1253.6658608830146,3195.6722025987547,1462.3403291434986,0.5980210900306702,0.0,32.0
3002.2050520315474,1252.0055803327173,3196.571592720206,1462.1923868973217,0.641822338104248,0.0,33.0
3003.309608757944,1250.0594190072488,3199.680532434169,1462.7901531141579,0.5893240571022034,0.0,34.0
3005.2965574304726,1247.3475128639916,3203.2198093634124,1461.693060473362,0.6212806105613708,0.0,35.0
3006.574992564859,1246.979836924835,3205.328570737919,1461.9253586958864,0.5918776392936707,0.0,36.0
3007.8695101791195,1248.1735556994563,3205.9296265523985,1462.0101349562733,0.6110320687294006,0.0,37.0
3008.3237621858802,1249.3031604226649,3204.8117697445373,1461.3771626480075,0.7202339768409729,0.0,38.0
3009.01392927193,1249.7377563940656,3205.13570825347,1461.134656982356,0.6604376435279846,0.0,39.0
3009.8463585326886,1249.9034989140177,3205.9593208702313,1461.0430122064945,0.6158841252326965,0.0,40.0
3010.5194779305975,1251.951659952322,3205.198894542429,1461.6705711232687,0.6977527141571045,0.0,41.0
3012.2834470706966,1252.0599403279125,3206.665501514096,1461.2444074031464,0.6104257702827454,0.0,42.0
2979.9761468289275,1138.5219567431525,3264.974879325973,1463.985049132861,0.6491747498512268,0.0,58.0
