xmin,ymin,xmax,ymax,conf,cls,time
1946.985589000667,925.6,2136.614410999333,1090.8,0.6495265364646912,0.0,27.0
1946.3118112116686,923.6086340326116,2139.126372758228,1091.7190919849484,0.6741573214530945,0.0,28.0
1946.457857554497,921.3920124598608,2141.913290879782,1092.032666300744,0.7362539172172546,0.0,29.0
1943.857905004052,917.0328292331751,2143.925502960514,1092.1072626863395,0.7319733500480652,0.0,30.0
1943.5266381935585,914.9263348212955,2144.6958559939626,1091.405011962447,0.7137559652328491,0.0,31.0
1945.4672279805725,915.6864915016168,2146.340067077494,1092.5322805914047,0.6996276378631592,0.0,32.0
1946.8021147405143,916.7533562639965,2145.5739592993036,1092.2508932784613,0.7047187089920044,0.0,33.0
1948.1559728926663,917.223612887431,2145.0433937773946,1091.453580929672,0.7057055830955505,0.0,34.0
1949.5185829556851,918.8029821783088,2144.6049352524055,1091.8305755709662,0.6492952704429626,0.0,35.0
1949.1025910171966,918.751419674471,2144.6369221384357,1092.6427810148293,0.6926433444023132,0.0,36.0
1949.7261485850574,920.0907675515198,2143.1599640760073,1092.2712624869257,0.6838249564170837,0.0,37.0
1951.0153888486116,920.6161411418149,2144.1873352669522,1092.7936465569544,0.7242817878723145,0.0,38.0
1950.2401588343357,920.1540048049822,2144.462497464561,1093.6502651848295,0.6859936118125916,0.0,39.0
1950.0637597466407,919.3240104879776,2144.4192861483657,1093.3012314353439,0.7530015110969543,0.0,40.0
1950.053169410062,919.6811745472535,2143.655480544075,1093.1599192993815,0.7053481936454773,0.0,41.0
1950.4763396645546,919.8267783527699,2143.578449247161,1093.0996291448846,0.7114314436912537,0.0,42.0
1951.083792399901,920.5515433780945,2143.746291596756,1093.7344414981392,0.6804686188697815,0.0,43.0
1953.5180692410786,922.8163217612472,2142.910929630556,1093.3065698871205,0.6704657673835754,0.0,44.0
1954.7925653401728,923.6743404787879,2142.885470189459,1093.1373523553452,0.6517159938812256,0.0,45.0
1955.9609473659427,923.9857681400136,2143.48892696997,1093.070582774992,0.71739661693573,0.0,46.0
1956.8267153415327,923.4277195867603,2145.2508562266175,1093.7067260004917,0.6763884425163269,0.0,47.0
1957.5003427955648,923.209204419886,2144.8702418294947,1092.6204525263113,0.6795874834060669,0.0,48.0
1957.4726102579557,923.1187194932817,2144.303662282224,1092.2044757890276,0.5876516699790955,0.0,49.0
1961.2663979188949,927.7182347857648,2143.5656202588852,1092.7117764159484,0.6440869569778442,0.0,50.0
1960.6160159666292,925.4379175657344,2144.666183009844,1092.2374256846772,0.6166735887527466,0.0,51.0
1960.420754361605,923.9228522402825,2144.997834109606,1091.4019061874303,0.6030482053756714,0.0,52.0
1961.5146748391144,926.3359187132559,2143.1752168633666,1091.0513066914134,0.6167726516723633,0.0,54.0
1959.1532139451813,922.7746189193973,2143.896381484979,1090.3201960561528,0.6229285001754761,0.0,55.0
