xmin,ymin,xmax,ymax,conf,cls,time
3109.6549350406553,3411.4,3357.3450649593447,3714.7999999999997,0.643116295337677,0.0,34.0
3110.5371058252445,3412.6353262475172,3358.0070519841524,3715.726494685638,0.6897550821304321,0.0,35.0
3109.7277269451392,3413.046646298989,3357.772402183529,3716.8140740967756,0.6709313988685608,0.0,36.0
3109.279301165436,3412.3896946623536,3359.3515564313025,3718.6258358236028,0.6219221353530884,0.0,37.0
3110.8491159618684,3415.757922751847,3358.8707117471736,3719.183938923122,0.6180853247642517,0.0,38.0
3108.647316881309,3410.756749053148,3361.503115076588,3720.2304896561795,0.6129521727561951,0.0,42.0
3109.56037730383,3408.3006822112534,3363.2766555573317,3719.2296081887775,0.6720061898231506,0.0,46.0
3109.7494940649653,3409.4376506491553,3362.651176550256,3719.745178183216,0.6327153444290161,0.0,47.0
3110.756436795169,3411.926367397826,3363.304568571626,3721.935423959843,0.593136191368103,0.0,57.0
3110.5665761744385,3412.058014564404,3363.536653040527,3722.849754632401,0.5865563750267029,0.0,59.0
