xmin,ymin,xmax,ymax,conf,cls,time,area,x_center,y_center
1294.0,919.0,1500.0,1133.0,0.919181764125824,0.0,0.0,44084.0,1397.0,1026.0
1294.851915350749,916.396694214876,1500.0158532442924,1129.5289256198346,0.8879702687263489,0.0,1.0,43727.04788707923,1397.4338842975208,1022.9628099173553
1296.5171290735543,915.951107363336,1500.841834134628,1128.153921263572,0.8145266771316528,0.0,2.0,43358.27736329566,1398.679481604091,1022.052514313454
1297.045508336233,914.3290938323236,1501.8401076300763,1127.023490762973,0.856246292591095,0.0,3.0,43558.66379145801,1399.4428079831546,1020.6762922976484
1298.619123128672,915.3195912713315,1502.1630912633968,1126.722783102972,0.847353458404541,0.0,4.0,43029.84454175853,1400.3911071960345,1021.0211871871518
1299.1868734222808,914.2621112454016,1503.5984478286964,1126.6791366879866,0.8819212913513184,0.0,5.0,43420.498601446445,1401.3926606254886,1020.4706239666941
1299.0470294226302,913.9157117212618,1502.9634546003426,1126.0016956035518,0.9067637324333192,0.0,6.0,43247.8156635745,1401.0052420114864,1019.9587036624068
1299.156734086156,913.127453676118,1503.1932889903574,1125.7915992518194,0.9388712644577026,0.0,7.0,43391.25961491171,1401.1750115382565,1019.4595264639687
1298.865902892817,912.8642695254562,1502.8777175488033,1125.744400663219,0.9452220797538756,0.0,8.0,43430.061857619316,1400.8718102208102,1019.3043350943376
1297.38385870124,912.115345278353,1501.3906651973589,1125.0764172581958,0.9358720779418944,0.0,9.0,43445.50820259786,1399.3872619492995,1018.5958812682743
1288.6632869078528,911.1875649734224,1490.8306376605854,1122.1615313494335,0.8070541024208069,0.0,10.0,42652.047860034254,1389.746962284219,1016.674548161428
1286.6468830493357,912.2109057455376,1487.6792700127678,1121.772569654222,0.8266169428825378,0.0,11.0,42128.681511591356,1387.1630765310517,1016.9917376998799
1285.7877010424631,912.6136439314946,1486.0549350203,1120.9928086195443,0.7543638944625854,0.0,12.0,41731.51893068787,1385.9213180313816,1016.8032262755195
1284.8397232476311,912.1093297942816,1485.5247885896154,1120.7353462809597,0.8078911304473877,0.0,13.0,41868.12575066686,1385.1822559186232,1016.4223380376206
1284.3817059230305,911.9327652937224,1484.8712444499592,1120.0031466168411,0.7596181035041809,0.0,14.0,41715.934732594185,1384.6264751864949,1015.9679559552817
1284.8265967502737,911.2132354073956,1485.4465974499842,1119.092361405436,0.6064545512199402,0.0,15.0,41704.71040318206,1385.136597100129,1015.1527984064157
1286.5672403878489,911.6913033440128,1486.122200846733,1117.855595614051,0.5824560523033142,0.0,19.0,41141.10719198131,1386.344720617291,1014.7734494790319
