xmin,ymin,xmax,ymax,conf,cls,time,area,x_center,y_center
299.0,1003.0,499.0,1249.0,0.8414984941482544,0.0,0.0,49200.0,399.0,1126.0
300.1332431508691,1003.8677685950412,498.7345254441722,1248.1322314049587,0.9035199284553528,0.0,1.0,48511.23553273448,399.43388429752065,1126.0
298.8964114870084,1003.2343468114116,498.55605812579375,1248.7656531885884,0.896609902381897,0.0,2.0,49022.69387002648,398.72623480640107,1126.0
297.1264053936647,1002.259866914869,498.3460566930766,1249.740133085131,0.9132091999053956,0.0,3.0,49797.89286226576,397.73623104337065,1126.0
296.2385744883032,1004.1576618572954,495.6849673303784,1249.311297716828,0.8262972831726074,0.0,4.0,48895.00836430341,395.96177090934077,1126.7344797870617
295.78464201469853,1003.3864861726918,495.7139740239805,1249.142401757558,0.8550446629524231,0.0,5.0,49133.81604021179,395.74930801933954,1126.2644439651249
297.1130482729021,1007.3119246038982,493.61378364847656,1248.3759587134205,0.7766891121864319,0.0,6.0,47369.259975123685,395.36341596068934,1127.8439416586593
295.2563079510709,1003.848034528798,494.57395384070014,1248.0958875993947,0.8039840459823608,0.0,7.0,48682.907087627376,394.9151308958855,1125.9719610640964
292.53997813630474,996.473084880004,495.6562928888033,1245.2775037135912,0.808674156665802,0.0,8.0,50536.23664761538,394.098135512554,1120.8752942967976
292.5738064661364,997.7913692616148,493.72680625178407,1243.5752793272045,0.7128781080245972,0.0,9.0,49440.17080873921,393.1503063589602,1120.6833242944097
292.2215059585506,1007.1098771891736,483.9926919887541,1239.5902482078689,0.8333120346069336,0.0,10.0,44583.036478996924,388.10709897365234,1123.3500626985212
291.3946905624348,1009.2718066915864,481.1283966726295,1237.4554367776095,0.8576062917709351,0.0,11.0,43294.125809898884,386.26154361753214,1123.363621734598
292.4319505546538,1014.0955504816288,480.2266018289981,1238.0951181518162,0.7877088189125061,0.0,12.0,42065.92069622674,386.32927619182595,1126.0953343167225
289.5985966353827,1009.0360424618908,481.1886328466594,1236.347144934382,0.8472266793251038,0.0,13.0,43550.542353929806,385.39361474102105,1122.6915936981363
287.102826775629,1003.8249678797592,483.7452588399223,1236.4136357933016,0.8389683365821838,0.0,14.0,45736.80132911324,385.42404280777566,1120.1193018365304
282.7056483758433,995.2514295851952,484.9321320790776,1234.490440126655,0.8827393651008606,0.0,15.0,48380.463866440405,383.81889022746043,1114.870934855925
282.96397602606453,993.3409259290002,486.1562862957571,1233.7978208241689,0.8620508909225464,0.0,16.0,48858.991994025986,384.5601311609108,1113.5693733765845
282.8254895700637,990.6840107808606,488.2729902447953,1234.23789600465,0.87586909532547,0.0,17.0,50037.536998847994,385.5492399074295,1112.4609533927553
280.5744712820407,984.4713841982278,490.0152982673749,1233.7826392795916,0.8843133449554443,0.0,18.0,52215.95544099244,385.2948847747078,1109.1270117389097
278.4351670175082,978.9014405442496,491.3498691868463,1233.6377272889183,0.9041622877120972,0.0,19.0,54237.10062396426,384.8925181021773,1106.269583916584
278.8349644078677,976.1851177373024,491.98626485428224,1232.307894254268,0.8962132334709167,0.0,20.0,54592.902888537596,385.41061463107496,1104.2465059957851
279.705225928826,978.5034608262728,490.9079766317364,1233.1336579197407,0.8753668069839478,0.0,21.0,53778.59803816465,385.3066012802812,1105.8185593730068
280.08204095050144,976.1990442445634,491.1471783763535,1231.5093246940903,0.8417889475822449,0.0,22.0,53887.09942931223,385.6146096634275,1103.8541844693268
281.71011549744884,977.3657487647104,491.7520491388645,1232.2320052524508,0.8822095990180969,0.0,23.0,53532.601332633996,386.73108231815667,1104.7988770085806
281.26678897957845,977.225093157744,491.0956702223334,1232.534837195801,0.8745898008346558,0.0,24.0,53571.357961879614,386.18122960095593,1104.8799651767724
281.00475171286735,974.5986616881548,492.27253715412826,1232.6706775831249,0.857517659664154,0.0,25.0,54522.303282492205,386.6386444334978,1103.63466963564
282.9899994947283,978.9029597089148,490.6487130254253,1232.7386539906493,0.8312797546386719,0.0,26.0,52711.19372271629,386.8193562600768,1105.820806849782
282.370481696565,977.315117814022,490.7594790355316,1232.784435387295,0.8738630414009094,0.0,27.0,53236.99493996441,386.5649803660483,1105.0497766006583
282.26268113401056,977.412094631852,490.0270466081653,1232.8133049904952,0.8773530125617981,0.0,28.0,53063.27041149462,386.1448638710879,1105.1126998111736
282.2628227082005,975.5101836130632,491.038413243341,1232.8370277699537,0.8709548115730286,0.0,29.0,53723.56384939889,386.65061797577073,1104.1736056915083
282.88320173661134,976.1407133383054,490.8110629471048,1232.8560819435545,0.8614181280136108,0.0,30.0,53378.277533952896,386.84713234185807,1104.4983976409299
282.71591580165125,976.4211719098888,490.4757147135447,1233.5334181200649,0.8588563203811646,0.0,31.0,53417.58857041141,386.59581525759796,1104.9772950149768
284.89876011740284,981.832247915722,488.7674849227502,1233.7970352180455,0.8292098641395569,0.0,32.0,51367.73988317528,386.83312252007653,1107.8146415668837
284.34492228638544,979.2655556091696,490.1746283653218,1233.9030841661763,0.8543343544006348,0.0,33.0,52411.96765955545,387.25977532585364,1106.584319887673
285.1079463334273,980.9547112834604,489.73008100824313,1233.9448067937456,0.8187976479530334,0.0,34.0,51767.37339490009,387.4190136708352,1107.449759038603
283.93842458523363,978.2990471311422,490.3581047296051,1233.9633863349952,0.8652216792106628,0.0,35.0,52774.15112278143,387.14826465741936,1106.1312167330686
