xmin,ymin,xmax,ymax,conf,cls,time,area,x_center,y_center
706.0,3711.0,1010.0,4015.0,0.9686722755432128,0.0,0.0,92416.0,858.0,3863.0
705.1714301086604,3711.0,1009.9608012962984,4015.8677685950415,0.972646713256836,0.0,1.0,92920.45548546105,857.5661157024795,3863.4338842975208
705.0791397726942,3711.0,1009.9043938720018,4016.016466355304,0.9734402894973756,0.0,2.0,92976.72186122849,857.491766822348,3863.508233177652
703.6313500295582,3711.0,1008.2706214532192,4016.047266077365,0.9755198955535888,0.0,3.0,92929.37688758806,855.9509857413886,3863.5236330386824
702.5319937586995,3711.737308259409,1006.9179031799368,4016.783863701359,0.9809769988059998,0.0,4.0,92851.87319401391,854.7249484693182,3864.2605859803843
702.5200182243946,3711.9835644604937,1004.7385863611262,4014.876257764524,0.9795318841934204,0.0,5.0,91539.79606942221,853.6293022927604,3863.4299111125088
702.504182818239,3712.058867855923,1004.0703013222447,4014.199344115813,0.9796644449234008,0.0,6.0,91115.33066864673,853.2872420702419,3863.1291059858677
702.365221068298,3710.693692610208,1004.0426163684308,4012.587086768864,0.9665165543556212,0.0,7.0,91074.4128080997,853.2039187183643,3861.6403896895363
701.3004201713778,3710.1935477568218,1003.0629749129176,4012.019009998335,0.9723551273345948,0.0,8.0,91079.62257204523,852.1816975421477,3861.1062788775785
700.2042493136031,3708.659636285701,1003.4662698741456,4011.834005862642,0.9738325476646424,0.0,9.0,91941.27190007179,851.8352595938743,3860.2468210741713
687.4749734419585,3707.429257949423,991.8036728094144,4013.131243080356,0.9797213077545166,0.0,10.0,93033.88752894613,839.6393231256864,3860.2802505148893
682.2466225292291,3706.318679758102,987.3601198639976,4014.298826617557,0.9794477820396424,0.0,11.0,93968.89971796398,834.8033711966134,3860.3087531878296
681.5523427349112,3707.250566526485,983.9417163337693,4014.0807515121696,0.9814702868461608,0.0,12.0,92782.18743904296,832.7470295343403,3860.665659019327
681.1996296321222,3705.628711643956,983.6273088394468,4014.001009202282,0.981296956539154,0.0,13.0,93260.31828239503,832.4134692357845,3859.814860423119
681.48567264606,3706.361794687987,981.9473674261512,4013.9740399087054,0.979492962360382,0.0,14.0,92425.69653412601,831.7165200361056,3860.1679172983463
683.5488320489286,3707.322687099933,982.1930853533704,4013.967025477029,0.980262041091919,0.0,15.0,91577.56946466246,832.8709587011494,3860.6448562884807
684.0948235794021,3706.371350315337,983.3377184896422,4014.630578759081,0.9841508865356444,0.0,16.0,92244.38390230287,833.7162710345222,3860.5009645372093
685.1844822593297,3706.022992985756,982.9999507672914,4013.559236996226,0.9812113046646118,0.0,17.0,91589.05059315695,834.0922165133105,3859.791114990991
686.2130525513713,3706.565585606183,981.7047457882314,4012.491578055448,0.979196846485138,0.0,18.0,90398.58951400015,833.9588991698014,3859.5285818308157
687.1506669949779,3705.4559343842393,982.0866775776014,4011.430887416685,0.9807603359222412,0.0,19.0,90243.03198559515,834.6186722862897,3858.4434109004624
687.3164651613907,3705.70992844898,981.16966732458,4011.041351930994,0.9784914255142212,0.0,20.0,89722.61651123465,834.2430662429854,3858.3756401899873
687.9034833118967,3706.4797453523897,980.367547844824,4010.906649945421,0.9796192646026612,0.0,21.0,89033.92987045563,834.1355155783604,3858.6931976489054
686.7871889007931,3707.44112833916,978.8161018664924,4012.193140970473,0.9786767959594728,0.0,22.0,88996.39897283138,832.8016453836428,3859.8171346548165
686.6044748625677,3707.145120446905,978.7140468043024,4012.686468918977,0.977311670780182,0.0,23.0,89251.55251267736,832.659260833435,3859.915794682941
684.0876713805517,3708.355796097632,974.5756157839252,4013.53715120415,0.9801631569862366,0.0,24.0,88651.50451512849,829.3316435822385,3860.9464736508908
684.9365098810356,3708.152778533354,975.2413771419488,4013.859991765503,0.9775870442390442,0.0,25.0,88748.29195806259,830.0889435114922,3861.0063851494288
