xmin,ymin,xmax,ymax,conf,cls,time,area,x_center,y_center
2876.0,2844.0,3117.0,3154.0,0.9183633327484132,0.0,0.0,74710.0,2996.5,2999.0
2875.0109061550725,2841.3966942148763,3117.9890938449275,3154.0,0.9276044368743896,0.0,1.0,75955.78470552694,2996.5,2997.698347107438
2873.8027074982183,2840.1733905465326,3117.643680930088,3154.0,0.928586721420288,0.0,2.0,76523.78593795672,2995.7231942141534,2997.0866952732663
2874.727878518649,2841.3549311663046,3117.7471996678773,3154.0,0.9338904023170472,0.0,3.0,75978.79238861841,2996.237539093263,2997.6774655831523
2876.9861739992275,2845.477844411995,3116.59736892732,3153.2621826715754,0.9515312314033508,0.0,4.0,73748.57307053024,2996.791771463274,2999.3700135417853
2877.5818605549466,2847.582939822708,3115.653613148376,3153.016108056653,0.9451918601989746,0.0,5.0,72715.00966161906,2996.617736851661,3000.2995239396805
2876.8462448137907,2844.023531782486,3117.6686425831485,3152.94160355282,0.9512751698493958,0.0,6.0,74394.39075801849,2997.2574436984696,2998.482567667653
2875.5048454867333,2841.3510723611557,3118.076733194675,3152.923767204281,0.9446253180503844,0.0,7.0,75578.77674634733,2996.790789340704,2997.137419782718
2875.172718867901,2839.686561000226,3118.73415441279,3152.925321602238,0.9554141759872437,0.0,8.0,76292.8822005278,2996.9534366403454,2996.305941301232
2875.451358759652,2839.0820534110026,3118.569925400386,3152.25832559342,0.9624404907226562,0.0,9.0,76138.96639887776,2997.0106420800194,2995.6701895022115
2870.805198313156,2844.248830067193,3109.820248155836,3152.016296326605,0.9407896399497986,0.0,10.0,73561.05628794868,2990.312723234496,2998.132563196899
2869.5046883646783,2847.547803892337,3106.1110465046168,3151.935791444006,0.9423141479492188,0.0,11.0,72020.13319614535,2987.8078674346475,2999.741797668172
2868.760584450707,2847.4060910876765,3105.0781355254176,3151.2426499047665,0.938979148864746,0.0,12.0,71801.91150662195,2986.9193599880623,2999.3243704962215
2869.822479166761,2848.6654173766906,3104.777410020215,3150.3256689062378,0.9546015858650208,0.0,13.0,70876.56353936037,2987.299944593488,2999.495543141464
2870.1441108802333,2847.104331635635,3106.1625100055,3149.994674454158,0.9529671669006348,0.0,14.0,71487.693822531,2988.1533104428663,2998.5495030448965
2870.401777282494,2845.836713186496,3107.2637652986555,3149.88422808463,0.9664871692657472,0.0,15.0,72017.29883014548,2988.832771290575,2997.860470635563
2870.0548133052007,2843.3563241050542,3108.832196982975,3149.855812971733,0.9660884737968444,0.0,16.0,73185.14605016065,2989.443505144088,2996.6060685383936
2870.39960959686,2842.4192987361143,3109.6419358434587,3149.856490872489,0.9641838669776917,0.0,17.0,73551.98902142873,2990.0207727201596,2996.1378948043016
2869.793130041974,2841.408926467619,3110.05070209358,3150.528836651513,0.9618945121765136,0.0,18.0,74268.39909359286,2989.921916067777,2995.968881559566
2870.187265153036,2842.35648083463,3109.600491830958,3150.790968941121,0.963611364364624,0.0,19.0,73843.29601632812,2989.8938784919974,2996.5737248878754
2870.2737721410203,2842.065485591208,3110.172752172489,3151.557232434286,0.9646933674812316,0.0,20.0,74246.75439581188,2990.2232621567546,2996.811359012747
2871.944535374479,2843.942416820701,3110.084819132518,3151.1884568968094,0.9728727340698242,0.0,21.0,73167.65916725826,2991.0146772534986,2997.565436858755
2872.0212212901542,2846.647422699032,3109.294234053951,3153.036702920372,0.9687967896461488,0.0,22.0,72697.90759664855,2990.6577276720527,2999.842062809702
2873.7692100106547,2851.632228551863,3107.282213521144,3152.406559546595,0.9701140522956848,0.0,23.0,70234.71740943792,2990.5257117658994,3002.019394049229
2873.388179645789,2854.1639576470875,3106.237749500248,3153.4946232905654,0.9538403153419496,0.0,24.0,69699.01673933268,2989.8129645730187,3003.8292904688265
2873.053557099525,2855.7364847366634,3105.385627239654,3153.895089634889,0.9475325345993042,0.0,25.0,69271.80590609749,2989.2195921695893,3004.815787185776
2871.8659038167343,2854.291253966393,3105.4776561485205,3154.037394227013,0.9444634318351746,0.0,26.0,70024.2210809728,2988.6717799826274,3004.1643240967032
2871.563246213885,2853.0516049221715,3106.047798577261,3154.082948106377,0.9344786405563354,0.0,27.0,70587.19975389418,2988.805522395573,3003.5672765142745
2870.538081622456,2851.232680767669,3106.530950500301,3154.753376789964,0.9240533709526062,0.0,28.0,71628.7198181017,2988.534516061379,3002.9930287788166
2871.431071706106,2849.8682471094653,3108.745215326153,3155.658201306448,0.8915618062019348,0.0,29.0,72568.28110787027,2990.0881435161295,3002.7632242079567
2873.052984587767,2849.999611454781,3110.288907674106,3155.991286436293,0.8379544615745544,0.0,30.0,72592.21747097415,2991.6709461309365,3002.995448945537
2873.324508889951,2850.04433872925,3111.2186924931248,3156.765013816659,0.8937085866928101,0.0,31.0,72967.0645941335,2992.271600691538,3003.4046762729545
2873.839625199244,2850.0564296715643,3112.463934443232,3157.7046031877467,0.901649534702301,0.0,32.0,73412.33289547364,2993.151779821238,3003.8805164296555
2874.9928690165725,2852.693120900338,3112.619165278191,3158.0457811889137,0.922851264476776,0.0,33.0,72559.82171800642,2993.8060171473817,3005.3694510446257
2874.843010956414,2850.3786747615386,3115.227478176093,3158.819365900892,0.8752920031547546,0.0,34.0,74144.35120840298,2995.035244566254,3004.5990203312153
2874.9330426935644,2852.7920573800584,3114.061540393516,3159.095098588754,0.8912122845649719,0.0,35.0,73245.78608516179,2994.49729154354,3005.943577984406
2875.573073803516,2853.7065663255867,3114.9615369951302,3159.8422686682998,0.8821961283683777,0.0,36.0,73285.3553119076,2995.267305399323,3006.774417496943
2874.6942844787127,2854.037422923403,3113.752076075355,3159.445954260896,0.9080284237861632,0.0,37.0,73010.28903631502,2994.223180277034,3006.7416885921493
2875.993764197695,2858.114787369773,3112.29975572053,3159.278750930524,0.9102131128311156,0.0,38.0,71166.84902017027,2994.1467599591124,3008.6967691501486
2876.108653341528,2860.966265243796,3110.780008184823,3159.199772645385,0.9156923294067384,0.0,39.0,69986.86124159874,2993.4443307631755,3010.0830189445905
2876.53281548942,2862.6642550116244,3111.14846690023,3159.8233233171254,0.9097391963005066,0.0,40.0,69718.16838312443,2993.840641194825,3011.243789164375
2877.562549442232,2866.5792013930068,3109.080141941853,3158.7176178524624,0.9407369494438172,0.0,41.0,67635.18285534483,2993.3213456920425,3012.6484096227346
2876.454641354524,2866.6667267675484,3108.4527266134105,3158.956370267492,0.9284153580665588,0.0,42.0,67810.6376329894,2992.4536839839675,3012.8115485175204
2876.3224730025204,2869.3079437026327,3107.2765371102614,3159.70373729082,0.9377351999282836,0.0,43.0,67068.08872898451,2991.799505056391,3014.5058404967263
2876.5898946488314,2871.577513459305,3106.5236644797405,3159.97739252773,0.9448922872543336,0.0,44.0,66312.87141298126,2991.556779564286,3015.7774529935177
2875.4065225771246,2871.037685652884,3106.204583966029,3160.07063466092,0.9271923899650574,0.0,45.0,66708.24430857273,2990.805553271577,3015.554160156902
2874.458087692467,2872.109740553497,3104.6141756715538,3160.097056772625,0.9395676851272584,0.0,46.0,66282.0340885907,2989.5361316820104,3016.103398663061
2873.132808671374,2871.797200208363,3105.003215006326,3162.090683478396,0.9255375862121582,0.0,47.0,67310.46792221125,2989.06801183885,3016.9439418433794
2873.4051323323683,2872.298802032245,3105.0653505847717,3162.16651806772,0.933047354221344,0.0,48.0,67150.81836110384,2989.2352414585703,3017.2326600499828
2873.986864231136,2873.1072560084986,3105.2999600864164,3162.1791970722315,0.9453338384628296,0.0,49.0,66866.12561234717,2989.6434121587763,3017.643226540365
2873.278981757262,2872.709290446262,3104.348828179488,3161.5073748816053,0.9268755316734314,0.0,50.0,66732.52901750783,2988.813904968375,3017.1083326639337
2873.3583008225046,2872.5231840683705,3104.987934348432,3161.9057443985043,0.9457420110702516,0.0,51.0,67029.57639806354,2989.1731175854684,3017.2144642334374
2873.3647000116584,2872.422839308529,3105.271473055353,3162.0473822599424,0.932129979133606,0.0,52.0,67165.89315011718,2989.3180865335057,3017.235110784236
2873.4020043124983,2872.357872974444,3106.020294032569,3162.753148758605,0.9429377317428588,0.0,53.0,67551.2523956998,2989.7111491725336,3017.555510866525
2873.221004569114,2871.649664998584,3107.1699604465143,3163.67091479808,0.9242003560066224,0.0,54.0,68318.06648460563,2990.195482507814,3017.660289898332
2873.145254186857,2871.3631926116573,3107.6180417832,3164.0063877788903,0.9180558919906616,0.0,55.0,68616.8657419618,2990.3816479850284,3017.6847901952738
